0;2025.05.24 00:00;-28;32.875;-200;-200;1841;206;0;
1;2025.05.24 00:15;-28;34.1875;-200;-200;1840;206;0;
2;2025.05.24 00:30;-28;33.625;-200;-200;1841;206;0;
3;2025.05.24 00:45;-28;34.25;-200;-200;1840;206;0;
4;2025.05.24 01:00;-28;33.125;-200;-200;1840;206;0;
5;2025.05.24 01:15;-28;32.4375;-200;-200;1840;206;0;
6;2025.05.24 01:30;-28;31.75;-200;-200;1843;206;0;
7;2025.05.24 01:45;-28;29.875;-200;-200;1847;206;0;
8;2025.05.24 02:00;-28;27.3125;-200;-200;1846;206;0;
9;2025.05.24 02:15;-28;26;-200;-200;1844;206;0;
10;2025.05.24 02:30;-28;25.25;-200;-200;1842;206;0;
11;2025.05.24 02:45;-28;25.0625;-200;-200;1846;206;0;
12;2025.05.24 03:00;-28;24.5625;-200;-200;1847;206;0;
13;2025.05.24 03:15;-28;23.875;-200;-200;1845;206;0;
14;2025.05.24 03:30;-28;23.25;-200;-200;1845;206;0;
15;2025.05.24 03:45;-28;22.375;-200;-200;1844;206;0;
16;2025.05.24 04:00;-28;21.125;-200;-200;1844;206;0;
17;2025.05.24 04:15;-28;20;-200;-200;1843;206;0;
18;2025.05.24 04:30;-28;19.6875;-200;-200;1843;206;0;
19;2025.05.24 04:45;-28;19.5625;-200;-200;1843;206;0;
20;2025.05.24 05:00;-28;19.5;-200;-200;1843;206;0;
21;2025.05.24 05:15;-28;20.3125;-200;-200;1842;206;0;
22;2025.05.24 05:30;-28;19.875;-200;-200;1842;206;0;
23;2025.05.24 05:45;-28;18.9375;-200;-200;1842;206;0;
24;2025.05.24 06:00;-28;17.375;-200;-200;1842;206;0;
25;2025.05.24 06:15;-28;15.875;-200;-200;1842;206;0;
26;2025.05.24 06:30;-28;15.6875;-200;-200;1842;206;0;
27;2025.05.24 06:45;-28;15.6875;-200;-200;1841;206;0;
28;2025.05.24 07:00;-28;14.75;-200;-200;1841;206;0;
29;2025.05.24 07:15;-28;14;-200;-200;1841;206;0;
30;2025.05.24 07:30;-28;13.25;-200;-200;1842;206;0;
31;2025.05.24 07:45;-28;12.625;-200;-200;1842;206;0;
32;2025.05.24 08:00;-28;12.75;-200;-200;1842;206;0;
33;2025.05.24 08:15;-28;12.125;-200;-200;1842;206;0;
34;2025.05.24 08:30;-28;11.125;-200;-200;1842;206;0;
35;2025.05.24 08:45;-28;10.3125;-200;-200;1842;206;0;
36;2025.05.24 09:00;-28;10;-200;-200;1841;206;0;
37;2025.05.24 09:15;-28;10.4375;-200;-200;1842;206;0;
38;2025.05.24 09:30;-28;11.125;-200;-200;1841;206;0;
39;2025.05.24 09:45;-28;11.0625;-200;-200;1842;206;0;
40;2025.05.24 10:00;-28;10.875;-200;-200;1842;206;0;
41;2025.05.24 10:15;-28;10.625;-200;-200;1842;206;0;
42;2025.05.24 10:30;-28;10.875;-200;-200;1841;206;0;
