0;2025.01.01 00:00;4;21.75;-200;-200;0;206;0;
1;2025.01.01 00:15;4;21.75;-200;-200;0;206;0;
2;2025.01.01 00:30;4;21.6875;-200;-200;0;206;0;
3;2025.01.01 00:45;4;21.6875;-200;-200;0;206;0;
4;2025.01.01 01:00;4;21.6875;-200;-200;0;206;0;
5;2025.01.01 01:15;4;21.6875;-200;-200;0;206;0;
6;2025.01.01 01:30;4;21.6875;-200;-200;0;206;0;
7;2025.01.01 01:45;4;21.6875;-200;-200;0;206;0;
8;2025.01.01 02:00;4;21.6875;-200;-200;0;206;0;
9;2025.01.01 02:15;4;21.6875;-200;-200;0;206;0;
10;2025.01.01 02:30;4;21.6875;-200;-200;0;206;0;
11;2025.01.01 02:45;4;21.6875;-200;-200;0;206;0;
12;2025.01.01 03:00;4;21.6875;-200;-200;0;206;0;
13;2025.01.01 03:15;4;21.6875;-200;-200;0;206;0;
14;2025.01.01 03:30;4;21.75;-200;-200;0;206;0;
15;2025.01.01 03:45;4;21.75;-200;-200;0;206;0;
16;2025.01.01 04:00;4;21.6875;-200;-200;0;206;0;
17;2025.01.01 04:15;4;21.6875;-200;-200;0;206;0;
18;2025.01.01 04:30;4;21.6875;-200;-200;0;206;0;
19;2025.01.01 04:45;4;21.6875;-200;-200;0;206;0;
20;2025.01.01 05:00;4;21.75;-200;-200;0;206;0;
21;2025.01.01 05:15;4;21.75;-200;-200;0;206;0;
22;2025.01.01 05:30;4;21.6875;-200;-200;0;206;0;
23;2025.01.01 05:45;4;21.6875;-200;-200;0;206;0;
24;2025.01.01 06:00;4;21.6875;-200;-200;0;206;0;
25;2025.01.01 06:15;4;21.6875;-200;-200;0;206;0;
26;2025.01.01 06:30;4;21.6875;-200;-200;0;206;0;
27;2025.01.01 06:45;4;21.6875;-200;-200;0;206;0;
28;2025.01.01 07:00;4;21.6875;-200;-200;0;206;0;
29;2025.01.01 07:15;4;21.75;-200;-200;0;206;0;
30;2025.01.01 07:30;4;21.6875;-200;-200;0;206;0;
31;2025.01.01 07:45;4;21.6875;-200;-200;0;206;0;
32;2025.01.01 08:00;4;21.6875;-200;-200;0;206;0;
