series,date,twd_predawn,mds,n_obs,mds_max,twd_norm,mds_norm,drought_stress_onset
J23,2025-05-04,236,248,96,781.2399999999999,0.30208386667349346,0.3174440632840101,FALSE
J23,2025-05-05,240,254,96,781.2399999999999,0.3072039322103323,0.3251241615892684,FALSE
J23,2025-05-06,249,426,96,781.2399999999999,0.3187240796682198,0.5452869796733399,FALSE
J23,2025-05-07,422,429,96,781.2399999999999,0.540166914136501,0.5491270288259691,FALSE
J23,2025-05-08,423,441,96,781.2399999999999,0.5414469305207107,0.5644872254364857,FALSE
J23,2025-05-09,398,423,96,781.2399999999999,0.5094465209154678,0.5414469305207107,FALSE
J23,2025-05-10,403,434,96,781.2399999999999,0.5158466028365164,0.5555271107470177,FALSE
J23,2025-05-11,432,473,96,781.2399999999999,0.5529670779785982,0.6054477497311966,FALSE
J23,2025-05-12,474,554,96,781.2399999999999,0.6067277661154064,0.7091290768521838,FALSE
J23,2025-05-13,555,643,93,781.2399999999999,0.7104090932363936,0.8230505350468487,FALSE
J23,2025-05-14,643,672,96,781.2399999999999,0.8230505350468487,0.8601710101889305,FALSE
J23,2025-05-15,671,690,96,781.2399999999999,0.8588909938047208,0.8832113051047055,FALSE
J23,2025-05-16,675,689,96,781.2399999999999,0.8640110593415596,0.8819312887204958,FALSE
J23,2025-05-17,673,696,96,781.2399999999999,0.8614510265731402,0.8908914034099638,FALSE
J23,2025-05-18,686,701,96,781.2399999999999,0.8780912395678666,0.8972914853310123,FALSE
J23,2025-05-19,701,719,96,781.2399999999999,0.8972914853310123,0.9203317802467873,FALSE
J23,2025-05-20,708,730,96,781.2399999999999,0.9062516000204803,0.9344119604730942,FALSE
J23,2025-05-21,722,742,96,781.2399999999999,0.9241718293994164,0.9497721570836108,FALSE
J23,2025-05-22,735,746,96,781.2399999999999,0.9408120423941427,0.9548922226204497,FALSE
J23,2025-05-23,739,748,96,781.2399999999999,0.9459321079309816,0.9574522553888691,FALSE
J23,2025-05-24,740,752,96,781.2399999999999,0.9472121243151913,0.962572320925708,FALSE
J23,2025-05-25,747,758,96,781.2399999999999,0.9561722390046594,0.9702524192309663,FALSE
J23,2025-05-26,750,765,96,781.2399999999999,0.9600122881572886,0.9792125339204343,FALSE
J23,2025-05-27,752,768,96,781.2399999999999,0.962572320925708,0.9830525830730634,FALSE
J23,2025-05-28,757,768,96,781.2399999999999,0.9689724028467566,0.9830525830730634,FALSE
J23,2025-05-29,758,775,96,781.2399999999999,0.9702524192309663,0.9920126977625315,FALSE
J23,2025-05-30,759,773,96,781.2399999999999,0.971532435615176,0.9894526649941121,FALSE
J23,2025-05-31,762,772,96,781.2399999999999,0.9753724847678051,0.9881726486099024,FALSE
J23,2025-06-01,764,771,96,781.2399999999999,0.9779325175362246,0.9868926322256926,FALSE
J23,2025-06-02,725,779,96,781.2399999999999,0.9280118785520456,0.9971327632993704,FALSE
J23,2025-06-03,664,725,96,781.2399999999999,0.8499308791152528,0.9280118785520456,FALSE
J23,2025-06-04,660,691,96,781.2399999999999,0.8448108135784139,0.8844913214889152,FALSE
J23,2025-06-05,662,698,96,781.2399999999999,0.8473708463468334,0.8934514361783832,FALSE
J23,2025-06-06,694,753,96,781.2399999999999,0.8883313706415443,0.9638523373099177,FALSE
J23,2025-06-07,742,770,96,781.2399999999999,0.9497721570836108,0.9856126158414829,FALSE
J23,2025-06-08,761,772,96,781.2399999999999,0.9740924683835954,0.9881726486099024,FALSE
J23,2025-06-09,759,777,96,781.2399999999999,0.971532435615176,0.994572730530951,FALSE
J23,2025-06-10,672,777,96,781.2399999999999,0.8601710101889305,0.994572730530951,FALSE
J23,2025-06-11,654,736,96,781.2399999999999,0.8371307152731556,0.9420920587783524,FALSE
J23,2025-06-12,660,688,96,781.2399999999999,0.8448108135784139,0.880651272336286,FALSE
J23,2025-06-13,683,706,96,781.2399999999999,0.8742511904152375,0.9036915672520609,FALSE
J23,2025-06-14,690,702,96,781.2399999999999,0.8832113051047055,0.898571501715222,FALSE
J23,2025-06-15,693,707,96,781.2399999999999,0.8870513542573346,0.9049715836362706,FALSE
J23,2025-06-16,703,716,96,781.2399999999999,0.8998515180994318,0.9164917310941582,FALSE
J23,2025-06-17,710,725,96,781.2399999999999,0.9088116327888999,0.9280118785520456,FALSE
J23,2025-06-18,725,742,96,781.2399999999999,0.9280118785520456,0.9497721570836108,FALSE
J23,2025-06-19,739,751,96,781.2399999999999,0.9459321079309816,0.9612923045414983,FALSE
J23,2025-06-20,742,761,96,781.2399999999999,0.9497721570836108,0.9740924683835954,FALSE
J23,2025-06-21,756,766,96,781.2399999999999,0.9676923864625468,0.980492550304644,FALSE
J23,2025-06-22,761,777,96,781.2399999999999,0.9740924683835954,0.994572730530951,FALSE
J23,2025-06-23,771,793,96,781.2399999999999,0.9868926322256926,1.0150529926783065,FALSE
J23,2025-06-24,725,810,96,781.2399999999999,0.9280118785520456,1.0368132712098717,FALSE
J23,2025-06-25,676,727,96,781.2399999999999,0.8652910757257694,0.930571911320465,FALSE
J23,2025-06-26,638,676,96,781.2399999999999,0.8166504531258001,0.8652910757257694,FALSE
J23,2025-06-27,639,661,96,781.2399999999999,0.8179304695100098,0.8460908299626236,FALSE
J23,2025-06-28,643,670,96,781.2399999999999,0.8230505350468487,0.8576109774205111,FALSE
J23,2025-06-29,650,708,96,781.2399999999999,0.8320106497363168,0.9062516000204803,FALSE
J23,2025-06-30,708,753,96,781.2399999999999,0.9062516000204803,0.9638523373099177,FALSE
J23,2025-07-01,634,725,96,781.2399999999999,0.8115303875889612,0.9280118785520456,FALSE
J23,2025-07-02,634,673,96,781.2399999999999,0.8115303875889612,0.8614510265731402,FALSE
J23,2025-07-03,663,701,96,781.2399999999999,0.8486508627310431,0.8972914853310123,FALSE
J23,2025-07-04,647,674,96,781.2399999999999,0.8281706005836876,0.8627310429573499,FALSE
J23,2025-07-05,678,735,96,781.2399999999999,0.8678511084941889,0.9408120423941427,FALSE
J23,2025-07-06,708,730,96,781.2399999999999,0.9062516000204803,0.9344119604730942,FALSE
J23,2025-07-07,693,722,96,781.2399999999999,0.8870513542573346,0.9241718293994164,FALSE
J23,2025-07-08,678,699,96,781.2399999999999,0.8678511084941889,0.8947314525625929,FALSE
J23,2025-07-09,676,710,96,781.2399999999999,0.8652910757257694,0.9088116327888999,FALSE
J23,2025-07-10,644,686,96,781.2399999999999,0.8243305514310584,0.8780912395678666,FALSE
J23,2025-07-11,641,672,96,781.2399999999999,0.8204905022784292,0.8601710101889305,FALSE
J23,2025-07-12,620,663,96,781.2399999999999,0.7936101582100252,0.8486508627310431,FALSE
J23,2025-07-13,621,643,96,781.2399999999999,0.7948901745942349,0.8230505350468487,FALSE
J23,2025-07-14,623,657,96,781.2399999999999,0.7974502073626544,0.8409707644257848,FALSE
J23,2025-07-15,619,663,96,781.2399999999999,0.7923301418258155,0.8486508627310431,FALSE
J23,2025-07-16,626,672,96,781.2399999999999,0.8012902565152835,0.8601710101889305,FALSE
J23,2025-07-17,621,672,96,781.2399999999999,0.7948901745942349,0.8601710101889305,FALSE
J23,2025-07-18,618,645,96,781.2399999999999,0.7910501254416058,0.8256105678152681,FALSE
J23,2025-07-19,600,677,96,781.2399999999999,0.7680098305258308,0.8665710921099791,FALSE
J23,2025-07-20,605,676,96,781.2399999999999,0.7744099124468794,0.8652910757257694,FALSE
J23,2025-07-21,561,671,96,781.2399999999999,0.71808919154165185,0.8588909938047208,FALSE
J23,2025-07-22,561,640,96,781.2399999999999,0.71808919154165185,0.8192104858942195,FALSE
J23,2025-07-23,516,628,96,781.2399999999999,0.6604884542522145,0.803850289283703,FALSE
J23,2025-07-24,374,610,96,781.2399999999999,0.47872612769443457,0.780809994367928,FALSE
J23,2025-07-25,393,464,96,781.2399999999999,0.5030464389944191,0.5939276022733092,FALSE
J23,2025-07-26,445,525,96,781.2399999999999,0.5696072909733245,0.672008601710102,FALSE
J23,2025-07-27,421,489,96,781.2399999999999,0.5388868977522913,0.6259280118785522,FALSE
J23,2025-07-28,425,484,96,781.2399999999999,0.5440069632891301,0.6195279299575035,FALSE
J23,2025-07-29,375,476,96,781.2399999999999,0.4800061440786443,0.6092877988838258,FALSE
J23,2025-07-30,375,407,96,781.2399999999999,0.4800061440786443,0.5209666683733553,FALSE
J23,2025-07-31,367,470,96,781.2399999999999,0.4697660130049665,0.6016077005785675,FALSE
J23,2025-08-01,370,453,96,781.2399999999999,0.47360606215759565,0.5798474220470022,FALSE
J23,2025-08-02,380,455,96,781.2399999999999,0.48640622599969285,0.5824074548154217,FALSE
J23,2025-08-03,394,449,96,781.2399999999999,0.504326455378629,0.5747273565101634,FALSE
J23,2025-08-04,398,452,96,781.2399999999999,0.5094465209154678,0.5785674056627925,FALSE
J23,2025-08-05,417,452,96,781.2399999999999,0.5337668322154524,0.5785674056627925,FALSE
J23,2025-08-06,420,452,96,781.2399999999999,0.5376068813680815,0.5785674056627925,FALSE
J23,2025-08-07,423,461,96,781.2399999999999,0.5414469305207107,0.5900875531206801,FALSE
J23,2025-08-08,418,468,96,781.2399999999999,0.5350468485996621,0.5990476678101481,FALSE
J23,2025-08-09,419,473,96,781.2399999999999,0.5363268649838718,0.6054477497311966,FALSE
J23,2025-08-10,442,475,96,781.2399999999999,0.5657672418206954,0.6080077824996161,FALSE
J23,2025-08-11,420,481,96,781.2399999999999,0.5376068813680815,0.6156878808048744,FALSE
J23,2025-08-12,453,483,96,781.2399999999999,0.5798474220470022,0.6182479135732938,FALSE
J23,2025-08-13,351,468,96,781.2399999999999,0.449285750857611,0.5990476678101481,FALSE
J23,2025-08-14,332,407,96,781.2399999999999,0.4249654395576264,0.5209666683733553,FALSE
J23,2025-08-15,322,400,96,781.2399999999999,0.4121652757155292,0.5120065536838873,FALSE
J23,2025-08-16,320,351,96,781.2399999999999,0.40960524294710976,0.449285750857611,FALSE
J23,2025-08-17,321,416,96,781.2399999999999,0.4108852593313195,0.5324868158312427,FALSE
J23,2025-08-18,321,413,96,781.2399999999999,0.4108852593313195,0.5286467666786135,FALSE
J23,2025-08-19,327,419,96,781.2399999999999,0.4185653576365778,0.5363268649838718,FALSE
J23,2025-08-20,327,445,96,781.2399999999999,0.4185653576365778,0.5696072909733245,FALSE
J23,2025-08-21,379,470,96,781.2399999999999,0.48512620961548314,0.6016077005785675,FALSE
J23,2025-08-22,395,459,96,781.2399999999999,0.5056064717628387,0.5875275203522606,FALSE
J23,2025-08-23,422,447,96,781.2399999999999,0.540166914136501,0.572167323741744,FALSE
J23,2025-08-24,419,461,96,781.2399999999999,0.5363268649838718,0.5900875531206801,FALSE
J23,2025-08-25,431,467,96,781.2399999999999,0.5516870615943885,0.5977676514259384,FALSE
J23,2025-08-26,433,470,96,781.2399999999999,0.554247094362808,0.6016077005785675,FALSE
J23,2025-08-27,446,472,96,781.2399999999999,0.5708873073575342,0.6041677333469869,FALSE
J23,2025-08-28,457,477,96,781.2399999999999,0.5849674875838412,0.6105678152680355,FALSE
J23,2025-08-29,456,479,96,781.2399999999999,0.5836874711996314,0.6131278480364549,FALSE
J23,2025-08-30,439,497,96,781.2399999999999,0.5619271926680662,0.6361681429522299,FALSE
J23,2025-08-31,440,502,96,781.2399999999999,0.563207209052276,0.6425682248732785,FALSE
J23,2025-09-01,468,486,96,781.2399999999999,0.5990476678101481,0.6220879627259229,FALSE
J23,2025-09-02,478,492,96,781.2399999999999,0.6118478316522452,0.6297680610311813,FALSE
J23,2025-09-03,482,501,96,781.2399999999999,0.6169678971890841,0.6412882084890688,FALSE
J23,2025-09-04,411,505,96,781.2399999999999,0.5260867339101941,0.6464082740259076,FALSE
J23,2025-09-05,412,499,96,781.2399999999999,0.5273667502944038,0.6387281757206493,FALSE
J23,2025-09-06,400,451,96,781.2399999999999,0.5120065536838873,0.5772873892785828,FALSE
J23,2025-09-07,347,475,96,781.2399999999999,0.44416568532077216,0.6080077824996161,FALSE
J23,2025-09-08,351,433,96,781.2399999999999,0.449285750857611,0.554247094362808,FALSE
J23,2025-09-09,360,443,96,781.2399999999999,0.4608058983154985,0.5670472582049051,FALSE
J23,2025-09-10,360,451,96,781.2399999999999,0.4608058983154985,0.5772873892785828,FALSE
J23,2025-09-11,381,469,96,781.2399999999999,0.48768624238390257,0.6003276841943578,FALSE
J23,2025-09-12,403,481,96,781.2399999999999,0.5158466028365164,0.6156878808048744,FALSE
J23,2025-09-13,306,484,96,781.2399999999999,0.3916850135681737,0.6195279299575035,FALSE
J23,2025-09-14,291,312,96,781.2399999999999,0.3724847678050279,0.39936511187343204,FALSE
J23,2025-09-15,309,415,96,781.2399999999999,0.3955250627208029,0.531206799447033,FALSE
J23,2025-09-16,326,422,96,781.2399999999999,0.4172853412523681,0.540166914136501,FALSE
J23,2025-09-17,317,416,96,781.2399999999999,0.4057651937944806,0.5324868158312427,FALSE
J23,2025-09-18,319,445,96,781.2399999999999,0.40832522656290005,0.5696072909733245,FALSE
J23,2025-09-19,329,407,96,781.2399999999999,0.42112539040499725,0.5209666683733553,FALSE
J23,2025-09-20,314,446,96,781.2399999999999,0.4019251446418515,0.5708873073575342,FALSE
J23,2025-09-21,338,476,96,781.2399999999999,0.4326455378628847,0.6092877988838258,FALSE
J23,2025-09-22,363,460,96,781.2399999999999,0.46464594746812765,0.5888075367364703,FALSE
J23,2025-09-23,322,439,96,781.2399999999999,0.4121652757155292,0.5619271926680662,FALSE
J23,2025-09-24,340,454,96,781.2399999999999,0.43520557063130416,0.581127438431212,FALSE
J23,2025-09-25,366,448,96,781.2399999999999,0.4684859966207568,0.5734473401259537,FALSE
J23,2025-09-26,378,447,96,781.2399999999999,0.4838461932312734,0.572167323741744,FALSE
J23,2025-09-27,360,467,96,781.2399999999999,0.4608058983154985,0.5977676514259384,FALSE
J23,2025-09-28,281,358,96,781.2399999999999,0.3596846039629308,0.4582458655470791,FALSE
J23,2025-09-29,281,298,96,781.2399999999999,0.3596846039629308,0.381444882494496,FALSE
J23,2025-09-30,282,321,96,781.2399999999999,0.3609646203471405,0.4108852593313195,FALSE
J23,2025-10-01,289,337,96,781.2399999999999,0.3699247350366085,0.43136552147867496,FALSE
J23,2025-10-02,311,355,96,781.2399999999999,0.39808509548922233,0.45440581639444994,FALSE
J23,2025-10-03,299,376,96,781.2399999999999,0.3827248988787057,0.481286160462854,FALSE
J23,2025-10-04,306,385,96,781.2399999999999,0.3916850135681737,0.4928063079207414,FALSE
J23,2025-10-05,337,410,96,781.2399999999999,0.43136552147867496,0.5248067175259844,FALSE
J23,2025-10-06,345,404,96,781.2399999999999,0.44160565255235273,0.5171266192207261,FALSE
J23,2025-10-07,318,423,96,781.2399999999999,0.40704521017869033,0.5414469305207107,FALSE
J23,2025-10-08,283,340,96,781.2399999999999,0.3622446367313502,0.43520557063130416,FALSE
J23,2025-10-09,255,313,96,781.2399999999999,0.3264041779734781,0.40064512825764176,FALSE
J23,2025-10-10,255,255,2,781.2399999999999,0.3264041779734781,0.3264041779734781,FALSE
J24,2025-04-27,0,3,72,364.02,0,0.008241305422778969,FALSE
J24,2025-04-28,3,15,96,364.02,0.008241305422778969,0.041206527113894845,FALSE
J24,2025-04-29,13,18,96,364.02,0.03571232349870886,0.049447832536673814,FALSE
J24,2025-04-30,16,21,96,364.02,0.04395362892148783,0.05768913795945278,FALSE
J24,2025-05-01,16,18,96,364.02,0.04395362892148783,0.049447832536673814,FALSE
J24,2025-05-02,15,24,96,364.02,0.041206527113894845,0.06593044338223175,FALSE
J24,2025-05-03,19,22,96,364.02,0.0521949343442668,0.06043623976704577,FALSE
J24,2025-05-04,18,25,96,364.02,0.049447832536673814,0.06867754518982473,FALSE
J24,2025-05-05,17,25,96,364.02,0.04670073072908082,0.06867754518982473,FALSE
J24,2025-05-06,14,20,96,364.02,0.03845942530630185,0.05494203615185979,FALSE
J24,2025-05-07,11,16,96,364.02,0.030218119883522885,0.04395362892148783,FALSE
J24,2025-05-08,11,14,96,364.02,0.030218119883522885,0.03845942530630185,FALSE
J24,2025-05-09,8,13,96,364.02,0.021976814460743916,0.03571232349870886,FALSE
J24,2025-05-10,7,13,96,364.02,0.019229712653150925,0.03571232349870886,FALSE
J24,2025-05-11,7,11,96,364.02,0.019229712653150925,0.030218119883522885,FALSE
J24,2025-05-12,8,16,96,364.02,0.021976814460743916,0.04395362892148783,FALSE
J24,2025-05-13,0,18,96,364.02,0,0.049447832536673814,FALSE
J24,2025-05-14,1,23,96,364.02,0.0027471018075929895,0.06318334157463876,FALSE
J24,2025-05-15,19,32,96,364.02,0.0521949343442668,0.08790725784297566,FALSE
J24,2025-05-16,28,37,96,364.02,0.0769188506126037,0.10164276688094061,FALSE
J24,2025-05-17,31,40,96,364.02,0.08516015603538267,0.10988407230371958,FALSE
J24,2025-05-18,36,42,96,364.02,0.09889566507334763,0.11537827591890557,FALSE
J24,2025-05-19,37,51,96,364.02,0.10164276688094061,0.14010219218724246,FALSE
J24,2025-05-20,45,47,96,364.02,0.12361958134168453,0.1291137849568705,FALSE
J24,2025-05-21,45,54,96,364.02,0.12361958134168453,0.14834349761002144,FALSE
J24,2025-05-22,50,61,96,364.02,0.13735509037964946,0.16757321026317237,FALSE
J24,2025-05-23,54,70,96,364.02,0.14834349761002144,0.19229712653150927,FALSE
J24,2025-05-24,60,73,96,364.02,0.16482610845557938,0.20053843195428825,FALSE
J24,2025-05-25,63,74,96,364.02,0.17306741387835833,0.20328553376188122,FALSE
J24,2025-05-26,63,81,96,364.02,0.17306741387835833,0.22251524641503215,FALSE
J24,2025-05-27,69,83,96,364.02,0.18955002472391627,0.22800945003021814,FALSE
J24,2025-05-28,69,81,96,364.02,0.18955002472391627,0.22251524641503215,FALSE
J24,2025-05-29,65,79,96,364.02,0.17856161749354432,0.2170210427998462,FALSE
J24,2025-05-30,68,84,96,364.02,0.18680292291632328,0.23075655183781113,FALSE
J24,2025-05-31,70,79,96,364.02,0.19229712653150927,0.2170210427998462,FALSE
J24,2025-06-01,70,79,96,364.02,0.19229712653150927,0.2170210427998462,FALSE
J24,2025-06-02,67,82,96,364.02,0.1840558211087303,0.22526234822262514,FALSE
J24,2025-06-03,70,82,96,364.02,0.19229712653150927,0.22526234822262514,FALSE
J24,2025-06-04,62,81,96,364.02,0.17032031207076534,0.22251524641503215,FALSE
J24,2025-06-05,54,67,96,364.02,0.14834349761002144,0.1840558211087303,FALSE
J24,2025-06-06,52,63,96,364.02,0.14284929399483545,0.17306741387835833,FALSE
J24,2025-06-07,46,64,96,364.02,0.12636668314927751,0.17581451568595133,FALSE
J24,2025-06-08,49,66,96,364.02,0.1346079885720565,0.18130871930113732,FALSE
J24,2025-06-09,47,79,96,364.02,0.1291137849568705,0.2170210427998462,FALSE
J24,2025-06-10,55,87,96,364.02,0.15109059941761444,0.23899785726059009,FALSE
J24,2025-06-11,0,81,96,364.02,0,0.22251524641503215,FALSE
J24,2025-06-12,1,22,96,364.02,0.0027471018075929895,0.06043623976704577,FALSE
J24,2025-06-13,19,33,96,364.02,0.0521949343442668,0.09065435965056866,FALSE
J24,2025-06-14,30,42,96,364.02,0.08241305422778969,0.11537827591890557,FALSE
J24,2025-06-15,33,52,96,364.02,0.09065435965056866,0.14284929399483545,FALSE
J24,2025-06-16,46,64,96,364.02,0.12636668314927751,0.17581451568595133,FALSE
J24,2025-06-17,57,69,96,364.02,0.1565848030328004,0.18955002472391627,FALSE
J24,2025-06-18,61,80,96,364.02,0.16757321026317237,0.21976814460743915,FALSE
J24,2025-06-19,67,88,96,364.02,0.1840558211087303,0.24174495906818308,FALSE
J24,2025-06-20,78,102,96,364.02,0.2142739409922532,0.2802043843744849,FALSE
J24,2025-06-21,90,111,96,364.02,0.24723916268336907,0.30492830064282184,FALSE
J24,2025-06-22,97,120,96,364.02,0.26646887533652,0.32965221691115876,FALSE
J24,2025-06-23,104,132,96,364.02,0.2856985879896709,0.36261743860227463,FALSE
J24,2025-06-24,116,150,96,364.02,0.3186638096807868,0.4120652711389484,FALSE
J24,2025-06-25,124,153,96,364.02,0.3406406241415307,0.4203065765617274,FALSE
J24,2025-06-26,99,130,96,364.02,0.27196307895170596,0.35712323498708864,FALSE
J24,2025-06-27,96,109,96,364.02,0.263721773528927,0.29943409702763585,FALSE
J24,2025-06-28,91,174,96,364.02,0.24998626449096203,0.47799571452118017,FALSE
J24,2025-06-29,94,129,96,364.02,0.258227569913741,0.3543761331794956,FALSE
J24,2025-06-30,83,103,96,364.02,0.22800945003021814,0.28295148618207794,FALSE
J24,2025-07-01,80,101,96,364.02,0.21976814460743915,0.27745728256689195,FALSE
J24,2025-07-02,73,91,96,364.02,0.20053843195428825,0.24998626449096203,FALSE
J24,2025-07-03,66,83,96,364.02,0.18130871930113732,0.22800945003021814,FALSE
J24,2025-07-04,60,73,96,364.02,0.16482610845557938,0.20053843195428825,FALSE
J24,2025-07-05,50,71,96,364.02,0.13735509037964946,0.19504422833910226,FALSE
J24,2025-07-06,42,70,96,364.02,0.11537827591890557,0.19229712653150927,FALSE
J24,2025-07-07,39,74,96,364.02,0.1071369704961266,0.20328553376188122,FALSE
J24,2025-07-08,23,47,96,364.02,0.06318334157463876,0.1291137849568705,FALSE
J24,2025-07-09,10,33,96,364.02,0.027471018075929894,0.09065435965056866,FALSE
J24,2025-07-10,0,19,96,364.02,0,0.0521949343442668,FALSE
J24,2025-07-11,0,20,96,364.02,0,0.05494203615185979,FALSE
J24,2025-07-12,0,59,91,364.02,0,0.16207900664798638,FALSE
J24,2025-07-13,66,157,96,364.02,0.18130871930113732,0.43129498379209935,FALSE
J24,2025-07-14,35,205,96,364.02,0.09614856326575463,0.5631558705565629,FALSE
J24,2025-07-15,41,210,96,364.02,0.11263117411131257,0.5768913795945279,FALSE
J24,2025-07-16,32,228,96,364.02,0.08790725784297566,0.6263392121312016,FALSE
J24,2025-07-17,0,198,96,364.02,0,0.5439261579034119,FALSE
J24,2025-07-18,0,128,96,364.02,0,0.35162903137190266,FALSE
J24,2025-07-19,18,208,96,364.02,0.049447832536673814,0.5713971759793418,FALSE
J24,2025-07-20,2,225,96,364.02,0.005494203615185979,0.6180979067084227,FALSE
J24,2025-07-21,0,228,96,364.02,0,0.6263392121312016,FALSE
J24,2025-07-22,0,177,96,364.02,0,0.4862370199439591,FALSE
J24,2025-07-23,0,163,96,364.02,0,0.4477775946376573,FALSE
J24,2025-07-24,0,218,96,364.02,0,0.5988681940552717,FALSE
J24,2025-07-25,18,113,96,364.02,0.049447832536673814,0.3104225042580078,FALSE
J24,2025-07-26,123,371,96,364.02,0.3378935223339377,1.0191747706169991,FALSE
J24,2025-07-27,154,363,96,364.02,0.4230536783693204,0.9971979561562552,FALSE
J24,2025-07-28,119,351,96,364.02,0.32690511510356574,0.9642327344651394,FALSE
J24,2025-07-29,0,289,96,364.02,0,0.793912422394374,FALSE
J24,2025-07-30,6,137,96,364.02,0.016482610845557938,0.3763529476402396,FALSE
J24,2025-07-31,0,222,96,364.02,0,0.6098566012856437,FALSE
J24,2025-08-01,49,233,96,364.02,0.1346079885720565,0.6400747211691665,FALSE
J24,2025-08-02,45,262,96,364.02,0.12361958134168453,0.7197406735893632,FALSE
J24,2025-08-03,76,243,96,364.02,0.2087797373770672,0.6675457392450964,FALSE
J24,2025-08-04,48,264,96,364.02,0.1318608867644635,0.7252348772045493,FALSE
J24,2025-08-05,87,240,96,364.02,0.23899785726059009,0.6593044338223175,FALSE
J24,2025-08-06,82,235,96,364.02,0.22526234822262514,0.6455689247843526,FALSE
J24,2025-08-07,81,238,96,364.02,0.22251524641503215,0.6538102302071315,FALSE
J24,2025-08-08,86,244,96,364.02,0.2362507554529971,0.6702928410526895,FALSE
J24,2025-08-09,121,260,96,364.02,0.3323993187187517,0.7142464699741773,FALSE
J24,2025-08-10,132,282,96,364.02,0.36261743860227463,0.774682709741223,FALSE
J24,2025-08-11,125,263,96,364.02,0.3433877259491237,0.7224877753969563,FALSE
J24,2025-08-12,139,291,96,364.02,0.38184715125542557,0.7994066260095599,FALSE
J24,2025-08-13,28,246,96,364.02,0.0769188506126037,0.6757870446678754,FALSE
J24,2025-08-14,21,153,96,364.02,0.05768913795945278,0.4203065765617274,FALSE
J24,2025-08-15,0,164,96,364.02,0,0.4505246964452503,FALSE
J24,2025-08-16,0,81,96,364.02,0,0.22251524641503215,FALSE
J24,2025-08-17,41,210,96,364.02,0.11263117411131257,0.5768913795945279,FALSE
J24,2025-08-18,0,185,96,364.02,0,0.508213834404703,FALSE
J24,2025-08-19,1,196,96,364.02,0.0027471018075929895,0.538431954288226,FALSE
J24,2025-08-20,0,228,96,364.02,0,0.6263392121312016,FALSE
J24,2025-08-21,70,263,96,364.02,0.19229712653150927,0.7224877753969563,FALSE
J24,2025-08-22,86,249,96,364.02,0.2362507554529971,0.6840283500906544,FALSE
J24,2025-08-23,122,244,96,364.02,0.33514642052634475,0.6702928410526895,FALSE
J24,2025-08-24,134,276,96,364.02,0.3681116422174606,0.7582000988956651,FALSE
J24,2025-08-25,167,296,96,364.02,0.45876600186802924,0.8131421350475249,FALSE
J24,2025-08-26,141,302,96,364.02,0.3873413548706115,0.8296247458930829,FALSE
J24,2025-08-27,138,285,96,364.02,0.37910004944783254,0.782924015164002,FALSE
J24,2025-08-28,219,314,96,364.02,0.6016152958628647,0.8625899675841987,FALSE
J24,2025-08-29,210,323,96,364.02,0.5768913795945279,0.8873138838525356,FALSE
J24,2025-08-30,147,342,96,364.02,0.40382396571616946,0.9395088181968024,FALSE
J24,2025-08-31,198,349,96,364.02,0.5439261579034119,0.9587385308499533,FALSE
J24,2025-09-01,214,326,96,364.02,0.5878797868248997,0.8955551892753146,FALSE
J24,2025-09-02,244,348,96,364.02,0.6702928410526895,0.9559914290423603,FALSE
J24,2025-09-03,248,352,96,364.02,0.6812812482830614,0.9669798362727323,FALSE
J24,2025-09-04,224,366,96,364.02,0.6153508049008296,1.0054392615790342,FALSE
J24,2025-09-05,209,362,96,364.02,0.5741442777869348,0.9944508543486622,FALSE
J24,2025-09-06,187,297,96,364.02,0.5137080380198891,0.8158892368551179,FALSE
J24,2025-09-07,111,327,96,364.02,0.30492830064282184,0.8983022910829076,FALSE
J24,2025-09-08,113,296,96,364.02,0.3104225042580078,0.8131421350475249,FALSE
J24,2025-09-09,111,301,96,364.02,0.30492830064282184,0.8268776440854898,FALSE
J24,2025-09-10,111,310,96,364.02,0.30492830064282184,0.8516015603538267,FALSE
J24,2025-09-11,181,327,96,364.02,0.4972254271743311,0.8983022910829076,FALSE
J24,2025-09-12,203,334,96,364.02,0.5576616669413769,0.9175320037360585,FALSE
J24,2025-09-13,25,344,96,364.02,0.06867754518982473,0.9450030218119884,FALSE
J24,2025-09-14,0,84,96,364.02,0,0.23075655183781113,FALSE
J24,2025-09-15,72,235,96,364.02,0.19779133014669525,0.6455689247843526,FALSE
J24,2025-09-16,86,274,96,364.02,0.2362507554529971,0.7527058952804792,FALSE
J24,2025-09-17,94,269,96,364.02,0.258227569913741,0.7389703862425142,FALSE
J24,2025-09-18,98,298,96,364.02,0.269215977144113,0.8186363386627109,FALSE
J24,2025-09-19,140,263,96,364.02,0.38459425306301853,0.7224877753969563,FALSE
J24,2025-09-20,131,327,96,364.02,0.3598703367946816,0.8983022910829076,FALSE
J24,2025-09-21,232,340,96,364.02,0.6373276193615736,0.9340146145816164,FALSE
J24,2025-09-22,251,338,96,364.02,0.6895225537058404,0.9285204109664305,FALSE
J24,2025-09-23,131,326,96,364.02,0.3598703367946816,0.8955551892753146,FALSE
J24,2025-09-24,211,335,96,364.02,0.5796384814021208,0.9202791055436514,FALSE
J24,2025-09-25,231,345,96,364.02,0.6345805175539806,0.9477501236195814,FALSE
J24,2025-09-26,278,349,96,364.02,0.7636943025108511,0.9587385308499533,FALSE
