ts,2788 PIPO tomst,2788 PIPO temp,2789 PIPO tomst,2789 PIPO temp,2784 PIPO tomst,2784 PIPO temp,2778 PIPO tomst,2778 PIPO temp,2783 PIPO tomst,2783 PIPO temp,2796 PIPO tomst,2796 PIPO temp,2786 PIPO tomst,2786 PIPO temp,2782 PIPO tomst,2782 PIPO temp,2793 PIPO tomst,2793 PIPO temp,2792 PIPO tomst,2792 PIPO temp,PSAP 2 tomst,PSAP 2 temp,PSAP 6 tomst,PSAP 6 temp,PSAP 3 tomst,PSAP 3 temp,PSAP 7 tomst,PSAP 7 temp,HR5 tomst,HR5 temp
2024.06.13 02:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248,32.0625
2024.06.13 02:45,,,,,,,,,,,,,,,,,,,,,1918,30.75,2469,31,,,2645,32.5,1248,32.5
2024.06.13 03:00,,,,,,,,,,,,,,,,,,,,,1917,28.125,2467,28.0625,4867,28.75,2644,28.125,1248,28.625
2024.06.13 03:15,,,,,,,,,,,,,,,,,,,,,1916,27.25,2467,27.25,4866,27.375,2644,27.3125,1248,27.3125
2024.06.13 03:30,,,,,,,,,,,,,,,,,,,,,1915,27.5625,2466,27.625,4866,27.75,2644,27.625,1248,27.5
2024.06.13 03:45,,,,,,,,,,,,,,,,,,,,,1915,27.6875,2466,27.625,4865,27.5,2644,27.625,1248,27.625
2024.06.13 04:00,,,,,,,,,,,,,,,,,,,,,1914,27,2465,27,4865,26.875,2644,26.875,1248,26.75
2024.06.13 04:15,,,,,,,,,,,,,,,,,,,,,1914,26.5625,2464,26.5,4864,26.4375,2644,26.25,1248,26.3125
2024.06.13 04:30,,,,,,,,,,,,,,,,,,,,,1914,27.125,2464,26.8125,4864,26.875,2644,26.625,1248,28.875
2024.06.13 04:45,,,,,,,,,,,,,,,,,,,,,1912,27.875,2463,27.875,4864,27.75,2643,27.375,1248,29.25
2024.06.13 05:00,,,,,,,,,,,,,,,,,,,,,1912,27.5,2462,27.75,4864,27.5625,2643,27.125,1248,27.75
2024.06.13 05:15,,,,,,,,,,,,,,,,,,,,,1912,27.25,2462,27.125,4863,27.1875,2643,26.9375,1248,27.25
2024.06.13 05:30,,,,,,,,,,,,,,,,,,,,,1911,28.625,2461,27.6875,4862,29.125,2643,27.5,1248,27.75
2024.06.13 05:45,,,,,,,,,,,,,,,,,,,,,1911,29.75,2461,28.25,4862,30.3125,2643,28.25,1248,28.5
2024.06.13 06:00,,,,,,,,,,,,,,,,,,,,,1910,28.125,2460,27.5,4859,28.3125,2643,27.375,1248,27.875
2024.06.13 06:15,,,,,,,,,,,,,,,,,,,,,1910,27.25,2460,26.9375,4858,27.125,2643,26.8125,1248,27.875
2024.06.13 06:30,,,,,,,,,,,,,,,,,,,,,1910,27.875,2460,27.6875,4858,27.625,2642,27.625,1248,28.625
2024.06.13 06:45,,,,,,,,,,,,,,,,,,,,,1910,27.625,2459,27.75,4858,27.875,2642,27.75,1248,30.25
2024.06.13 07:00,,,,,,,,,,,,,,,,,,,,,1910,27.5,2459,27.375,4858,27.4375,2641,27.25,1248,27.9375
2024.06.13 07:15,,,,,,,,,,,,,,,,,,,,,1909,26.375,2458,26.25,4857,26.125,2641,26.125,1248,26.125
2024.06.13 07:30,,,,,,,,,,,,,,,,,,,,,1909,24.875,2458,24.75,4856,24.6875,2641,24.625,1248,24.625
2024.06.13 07:45,,,,,,,,,,,,,,,,,,,,,1909,23.125,2457,23,4855,22.8125,2641,22.75,1249,23
2024.06.13 08:00,,,,,,,,,,,,,,,,,,,,,1909,21.8125,2457,21.75,4855,21.625,2641,21.5,1250,21.75
2024.06.13 08:15,,,,,,,,,,,,,,,,,,,,,1909,20.5,2457,20.4375,4854,20.3125,2641,20.25,1250,20.375
2024.06.13 08:30,,,,,,,,,,,,,,,,,,,,,1909,19.5,2457,19.375,4853,19.375,2641,19.3125,1250,19.3125
2024.06.13 08:45,,,,,,,,,,,,,,,,,,,,,1909,19,2457,18.875,4853,18.8125,2641,18.8125,1250,18.75
2024.06.13 09:00,,,,,,,,,,,,,,,,,,,,,1909,18.4375,2457,18.3125,4853,18.25,2641,18.25,1251,18
2024.06.13 09:15,,,,,,,,,,,,,,,,,,,,,1909,18,2457,17.875,4853,17.75,2641,17.8125,1251,17.8125
2024.06.13 09:30,,,,,,,,,,,,,,,,,,,,,1909,18,2457,17.8125,4853,17.75,2641,17.75,1251,17.625
2024.06.13 09:45,,,,,,,,,,,,,,,,,,,,,1909,18,2457,17.875,4853,17.8125,2641,18,1251,17.5625
2024.06.13 10:00,,,,,,,,,,,,,,,,,,,,,1909,18.9375,2457,18.8125,4853,18.5625,2641,18.6875,1251,18.75
2024.06.13 10:15,,,,,,,,,,,,,,,,,,,,,1909,17.875,2457,17.75,4853,17.625,2641,17.5625,1251,17.5
2024.06.13 10:30,,,,,,,,,,,,,,,,,,,,,1909,16.5625,2457,16.4375,4853,16.3125,2641,16.25,1251,16.25
2024.06.13 10:45,,,,,,,,,,,,,,,,,,,,,1909,16.125,2457,16,4853,15.875,2641,15.875,1251,15.8125
2024.06.13 11:00,,,,,,,,,,,,,,,,,,,,,1909,15.625,2457,15.5,4853,15.375,2642,15.375,1251,15.25
2024.06.13 11:15,,,,,,,,,,,,,,,,,,,,,1909,15.125,2457,15.0625,4853,14.8125,2642,14.8125,1251,14.8125
2024.06.13 11:30,,,,,,,,,,,,,,,,,,,,,1910,14.875,2457,14.625,4852,14.625,2642,14.5625,1252,14.625
2024.06.13 11:45,,,,,,,,,,,,,,,,,,,,,1910,14.875,2457,14.75,4853,14.625,2642,14.6875,1252,14.75
2024.06.13 12:00,,,,,,,,,,,,,,,,,,,,,1910,15.125,2457,14.875,4853,14.9375,2642,14.875,1252,15
2024.06.13 12:15,,,,,,,,,,,,,,,,,,,,,1910,15.125,2457,14.875,4853,14.875,2642,14.875,1252,15
2024.06.13 12:30,,,,,,,,,,,,,,,,,,,,,1910,15,2457,14.875,4853,14.8125,2642,14.75,1252,14.75
2024.06.13 12:45,,,,,,,,,,,,,,,,,,,,,1910,14.5625,2457,14.375,4852,14.3125,2642,14.3125,1251,14.375
2024.06.13 13:00,,,,,,,,,,,,,,,,,,,,,1910,14.4375,2457,14.25,4853,14.25,2643,14.25,1252,14.0625
2024.06.13 13:15,,,,,,,,,,,,,,,,,,,,,1911,14.25,2457,14.125,4853,14,2643,14,1252,14.0625
2024.06.13 13:30,,,,,,,,,,,,,,,,,,,,,1911,13.9375,2457,13.75,4853,13.75,2643,13.625,1252,13.75
2024.06.13 13:45,,,,,,,,,,,,,,,,,,,,,1911,13.75,2457,13.5,4853,13.5,2643,13.4375,1252,13.5625
2024.06.13 14:00,,,,,,,,,,,,,,,,,,,,,1911,13.4375,2458,13.25,4853,13.125,2643,13.0625,1252,13.25
2024.06.13 14:15,,,,,,,,,,,,,,,,,,,,,1911,13.375,2458,13.25,4853,13.0625,2643,13.0625,1252,13.25
2024.06.13 14:30,,,,,,,,,,,,,,,,,,,,,1912,13.5625,2458,13.4375,4853,13.25,2643,13.25,1252,13.4375
2024.06.13 14:45,,,,,,,,,,,,,,,,,,,,,1912,13.8125,2458,13.625,4853,13.625,2643,13.625,1252,13.5
2024.06.13 15:00,,,,,,,,,,,,,,,,,,,,,1913,15.125,2459,15,4853,14.75,2643,15,1252,15
2024.06.13 15:15,,,,,,,,,,,,,,,,,,,,,1915,16.125,2460,16,4854,15.8125,2643,15.875,1252,16.25
2024.06.13 15:30,,,,,,,,,,,,,,,,,,,,,1915,16.5,2460,16.375,4854,16.25,2643,16.25,1252,16.9375
2024.06.13 15:45,,,,,,,,,,,,,,,,,,,,,1916,16.125,2460,15.9375,4854,15.875,2643,15.875,1252,16.5
2024.06.13 16:00,,,,,,,,,,,,,,,,,,,,,1916,15.875,2460,15.75,4854,15.625,2643,15.625,1252,16.4375
2024.06.13 16:15,,,,,,,,,,,,,,,,,,,,,1916,15.75,2461,15.625,4854,15.5,2643,15.4375,1252,15.625
2024.06.13 16:30,,,,,,,,,,,,,,,,,,,,,1916,16.125,2461,16,4854,15.9375,2643,15.75,1252,15.9375
2024.06.13 16:45,,,,,,,,,,,,,,,,,,,,,1916,15.375,2461,15.25,4855,15.25,2643,15.125,1252,14.625
2024.06.13 17:00,,,,,,,,,,,,,,,,,,,,,1916,15.125,2461,15,4855,14.875,2643,14.8125,1252,14.4375
2024.06.13 17:15,,,,,,,,,,,,,,,,,,,,,1916,14.625,2461,14.5,4855,14.5,2643,14.375,1252,13.375
2024.06.13 17:30,,,,,,,,,,,,,,,,,,,,,1916,13.25,2462,13.125,4855,13.125,2644,13,1252,12.6875
2024.06.13 17:45,,,,,,,,,,,,,,,,,,,,,1917,12.4375,2462,12.3125,4856,12.3125,2644,12.1875,1252,12.125
2024.06.13 18:00,,,,,,,,,,,,,,,,,,,,,1917,12,2462,11.875,4856,11.875,2644,11.8125,1253,11.75
2024.06.13 18:15,,,,,,,,,,,,,,,,,,,,,1917,11.875,2462,11.625,4856,11.5,2645,11.5,1253,11.6875
2024.06.13 18:30,,,,,,,,,,,,,,,,,,,,,1917,11.8125,2462,11.625,4856,11.625,2645,11.625,1253,11.5
2024.06.13 18:45,,,,,,,,,,,,,,,,,,,,,1918,12.5625,2462,12.375,4857,12.1875,2645,12.375,1253,12.25
2024.06.13 19:00,,,,,,,,,,,,,,,,,,,,,1918,13.75,2463,13.625,4858,13.5,2644,13.625,1253,13
2024.06.13 19:15,,,,,,,,,,,,,,,,,,,,,1918,14,2463,13.75,4858,13.5,2644,13.75,1253,13.5625
2024.06.13 19:30,,,,,,,,,,,,,,,,,,,,,1918,15.0625,2463,14.875,4858,14.75,2644,14.875,1253,14.5
2024.06.13 19:45,,,,,,,,,,,,,,,,,,,,,1918,15.25,2464,15.125,4858,15.125,2644,15.125,1253,15.125
2024.06.13 20:00,,,,,,,,,,,,,,,,,,,,,1918,15.375,2464,15.125,4858,15,2644,15.125,1253,15.125
2024.06.13 20:15,,,,,,,,,,,,,,,,,,,,,1918,16.25,2464,16.125,4859,16.1875,2644,16.3125,1253,15.75
2024.06.13 20:30,,,,,,,,,,,,,,,,,,,,,1918,16.375,2464,16.25,4859,16.5,2644,16.25,1252,16.0625
2024.06.13 20:45,,,,,,,,,,,,,,,,,,,,,1918,16.375,2464,16.25,4859,16.375,2644,16.25,1252,16.25
2024.06.13 21:00,,,,,,,,,,,,,,,,,,,,,1918,17,2464,16.6875,4859,17,2644,16.75,1252,16.6875
2024.06.13 21:15,,,,,,,,,,,,,,,,,,,,,1918,17,2464,16.6875,4859,16.9375,2644,16.6875,1252,16.6875
2024.06.13 21:30,,,,,,,,,,,,,,,,,,,,,1918,18.625,2464,17.5625,4859,18.125,2644,17.5,1252,17.75
2024.06.13 21:45,,,,,,,,,,,,,,,,,,,,,1918,18.125,2464,17.5625,4859,17.8125,2644,17.5,1252,17.625
2024.06.13 22:00,,,,,,,,,,,,,,,,,,,,,1917,17.6875,2463,17.375,4859,17.5625,2644,17.3125,1252,17.375
2024.06.13 22:15,,,,,,,,,,,,,,,,,,,,,1917,17.375,2463,17.125,4859,17.25,2644,17.0625,1252,17.125
2024.06.13 22:30,,,,,,,,,,,,,,,,,,,,,1917,17.125,2463,16.875,4859,16.875,2644,16.875,1252,16.9375
2024.06.13 22:45,,,,,,,,,,,,,,,,,,,,,1917,16.75,2463,16.5,4859,16.625,2644,16.5,1252,16.625
2024.06.13 23:00,,,,,,,,,,,,,,,,,,,,,1917,17,2463,16.6875,4859,16.9375,2644,16.875,1252,17
2024.06.13 23:15,,,,,,,,,,,,,,,,,,,,,1917,17,2463,16.625,4859,16.75,2644,16.875,1252,16.875
2024.06.13 23:30,,,,,,,,,,,,,,,,,,,,,1917,16.625,2463,16.3125,4859,16.5,2644,16.5,1252,16.75
2024.06.13 23:45,,,,,,,,,,,,,,,,,,,,,1917,15.875,2463,15.75,4859,15.6875,2644,15.6875,1252,15.875
2024.06.14 00:00,,,,,,,,,,,,,,,,,,,,,1917,15.375,2463,15.25,4859,15.25,2644,15.25,1252,15.375
2024.06.14 00:15,,,,,,,,,,,,,,,,,,,,,1917,14.9375,2463,14.6875,4858,14.6875,2644,14.75,1252,14.875
2024.06.14 00:30,,,,,,,,,,,,,,,,,,,,,1917,13.9375,2463,13.6875,4858,13.75,2644,13.875,1252,14
2024.06.14 00:45,,,,,,,,,,,,,,,,,,,,,1916,13,2462,12.8125,4858,13.3125,2644,12.75,1253,13.25
2024.06.14 01:00,,,,,,,,,,,,,,,,,,,,,1916,12.875,2462,12.75,4858,12.9375,2644,12.75,1253,13.125
2024.06.14 01:15,,,,,,,,,,,,,,,,,,,,,1916,13.1875,2462,13,4858,13.125,2644,13,1253,13.375
2024.06.14 01:30,,,,,,,,,,,,,,,,,,,,,1916,13.25,2462,12.9375,4858,13.125,2644,13,1253,13.375
2024.06.14 01:45,,,,,,,,,,,,,,,,,,,,,1916,14.5625,2462,14.375,4858,14.375,2644,14.375,1253,14.5
2024.06.14 02:00,,,,,,,,,,,,,,,,,,,,,1917,15.8125,2463,15.625,4858,15.625,2644,15.625,1253,15.625
2024.06.14 02:15,,,,,,,,,,,,,,,,,,,,,1917,17.3125,2463,17.125,4859,17.125,2644,17.125,1252,17.3125
2024.06.14 02:30,,,,,,,,,,,,,,,,,,,,,1917,18.625,2463,18.375,4859,18.5625,2643,18.3125,1252,18.625
2024.06.14 02:45,,,,,,,,,,,,,,,,,,,,,1916,18.75,2462,18.5,4859,18.625,2643,18.375,1252,18.75
2024.06.14 03:00,,,,,,,,,,,,,,,,,,,,,1916,19.5,2462,19.3125,4859,19.25,2642,19.5,1252,19.625
2024.06.14 03:15,,,,,,,,,,,,,,,,,,,,,1915,19.6875,2461,19.5,4859,19.5625,2641,20,1252,19.75
2024.06.14 03:30,,,,,,,,,,,,,,,,,,,,,1914,20.4375,2461,20.125,4858,20.125,2641,20.75,1252,20.25
2024.06.14 03:45,,,,,,,,,,,,,,,,,,,,,1912,20.625,2461,20.625,4858,20.125,2641,20.75,1252,20.875
2024.06.14 04:00,,,,,,,,,,,,,,,,,,,,,1911,20.125,2460,20.25,4857,19.875,2641,20.25,1252,21.25
2024.06.14 04:15,,,,,,,,,,,,,,,,,,,,,1910,20.625,2460,21.125,4857,20.375,2641,20.4375,1252,21.8125
2024.06.14 04:30,,,,,,,,,,,,,,,,,,,,,1910,20.5,2459,20.8125,4856,20.5625,2641,20,1252,22.5
2024.06.14 04:45,,,,,,,,,,,,,,,,,,,,,1910,20.125,2458,20.125,4856,20.125,2641,19.625,1252,20.6875
2024.06.14 05:00,,,,,,,,,,,,,,,,,,,,,1907,17.625,2457,17.625,4854,17.9375,2636,16.5625,1252,17.375
2024.06.14 05:15,,,,,,,,,,,,,,,,,,,,,1906,14,2456,13.6875,4852,13.875,2635,12.875,1252,13.625
2024.06.14 05:30,,,,,,,,,,,,,,,,,,,,,1906,13.0625,2455,12.75,4851,13.375,2635,12.5,1252,13.375
2024.06.14 05:45,,,,,,,,,,,,,,,,,,,,,1906,12.875,2455,12.75,4852,13.0625,2635,12.625,1252,13.1875
2024.06.14 06:00,,,,,,,,,,,,,,,,,,,,,1906,13.125,2455,12.875,4852,13.125,2635,12.8125,1252,13.375
2024.06.14 06:15,,,,,,,,,,,,,,,,,,,,,1906,13.1875,2455,13,4851,13.125,2635,13,1252,13.375
2024.06.14 06:30,,,,,,,,,,,,,,,,,,,,,1906,13.25,2455,13,4852,13.125,2635,13,1252,13.375
2024.06.14 06:45,,,,,,,,,,,,,,,,,,,,,1906,12.125,2455,11.875,4851,12.1875,2635,11.875,1252,12.3125
2024.06.14 07:00,,,,,,,,,,,,,,,,,,,,,1906,11.75,2455,11.5,4852,11.875,2636,11.625,1253,11.875
2024.06.14 07:15,,,,,,,,,,,,,,,,,,,,,1907,12.25,2455,12.0625,4852,12.1875,2636,12,1253,12.25
2024.06.14 07:30,,,,,,,,,,,,,,,,,,,,,1907,12.625,2455,12.375,4852,12.625,2636,12.375,1253,12.75
2024.06.14 07:45,,,,,,,,,,,,,,,,,,,,,1907,13.8125,2455,13.625,4852,13.8125,2636,13.625,1253,13.875
2024.06.14 08:00,,,,,,,,,,,,,,,,,,,,,1907,14.375,2455,14.1875,4852,14.3125,2636,14.125,1252,14.0625
2024.06.14 08:15,,,,,,,,,,,,,,,,,,,,,1907,12.875,2455,12.75,4852,12.75,2636,12.625,1253,12.75
2024.06.14 08:30,,,,,,,,,,,,,,,,,,,,,1907,12,2455,11.75,4852,11.75,2636,11.625,1253,11.75
2024.06.14 08:45,,,,,,,,,,,,,,,,,,,,,1907,12.3125,2455,12.125,4851,12.125,2636,12,1253,12.3125
2024.06.14 09:00,,,,,,,,,,,,,,,,,,,,,1907,10.75,2455,10.5,4851,10.75,2636,10.5625,1253,10.75
2024.06.14 09:15,,,,,,,,,,,,,,,,,,,,,1907,10.5,2455,10.25,4851,10.3125,2636,10.25,1253,10.375
2024.06.14 09:30,,,,,,,,,,,,,,,,,,,,,1907,10.125,2456,9.875,4851,10,2636,9.875,1253,10
2024.06.14 09:45,,,,,,,,,,,,,,,,,,,,,1906,9.9375,2456,9.6875,4851,9.75,2636,9.625,1253,9.6875
2024.06.14 10:00,,,,,,,,,,,,,,,,,,,,,1907,9.25,2456,9.0625,4851,9.125,2637,9,1253,9.125
2024.06.14 10:15,,,,,,,,,,,,,,,,,,,,,1907,8.8125,2456,8.625,4851,8.75,2637,8.5625,1254,8.625
2024.06.14 10:30,,,,,,,,,,,,,,,,,,,,,1907,8.5,2457,8.25,4851,8.4375,2637,8.25,1254,8.375
2024.06.14 10:45,,,,,,,,,,,,,,,,,,,,,1908,8.4375,2457,8.125,4851,8.375,2637,8.125,1254,8.1875
2024.06.14 11:00,,,,,,,,,,,,,,,,,,,,,1908,8.25,2457,8,4851,8.125,2637,8,1254,8
2024.06.14 11:15,,,,,,,,,,,,,,,,,,,,,1908,8.125,2457,7.875,4851,8.0625,2638,7.875,1254,7.875
2024.06.14 11:30,,,,,,,,,,,,,,,,,,,,,1908,8,2457,7.75,4851,7.9375,2638,7.75,1254,7.8125
2024.06.14 11:45,,,,,,,,,,,,,,,,,,,,,1909,8.125,2457,7.875,4852,8,2638,7.8125,1254,7.8125
2024.06.14 12:00,,,,,,,,,,,,,,,,,,,,,1910,8.25,2458,7.875,4852,8.125,2638,7.8125,1254,7.875
2024.06.14 12:15,,,,,,,,,,,,,,,,,,,,,1910,8.1875,2458,7.6875,4852,7.75,2638,7.5625,1254,7.5
2024.06.14 12:30,,,,,,,,,,,,,,,,,,,,,1910,7.75,2459,7.375,4852,7.5625,2638,7.3125,1254,7.375
2024.06.14 12:45,,,,,,,,,,,,,,,,,,,,,1911,8,2459,7.5625,4852,7.625,2638,7.375,1254,7.5
2024.06.14 13:00,,,,,,,,,,,,,,,,,,,,,1911,7.875,2459,7.5,4853,7.5,2638,7.25,1254,7.3125
2024.06.14 13:15,,,,,,,,,,,,,,,,,,,,,1911,7.5,2460,7.1875,4853,7.5,2638,7.25,1254,7.25
2024.06.14 13:30,,,,,,,,,,,,,,,,,,,,,1912,7.625,2460,7.25,4854,7.4375,2638,7.1875,1254,7.1875
2024.06.14 13:45,,,,,,,,,,,,,,,,,,,,,1912,7.25,2460,7,4854,7.375,2638,7,1254,7
2024.06.14 14:00,,,,,,,,,,,,,,,,,,,,,1913,7.25,2460,7,4855,7.375,2638,7,1254,7.125
2024.06.14 14:15,,,,,,,,,,,,,,,,,,,,,1913,7.1875,2461,6.875,4855,7.25,2638,6.875,1254,6.875
2024.06.14 14:30,,,,,,,,,,,,,,,,,,,,,1914,6.875,2461,6.625,4855,7,2639,6.625,1254,6.6875
2024.06.14 14:45,,,,,,,,,,,,,,,,,,,,,1914,7.25,2462,6.8125,4856,7.125,2639,6.625,1254,6.625
2024.06.14 15:00,,,,,,,,,,,,,,,,,,,,,1915,7.125,2462,6.75,4856,7.125,2639,6.75,1254,6.8125
2024.06.14 15:15,,,,,,,,,,,,,,,,,,,,,1915,7.25,2462,7,4856,7.125,2639,7,1254,6.875
2024.06.14 15:30,,,,,,,,,,,,,,,,,,,,,1915,7,2463,6.625,4857,7,2639,6.625,1254,6.625
2024.06.14 15:45,,,,,,,,,,,,,,,,,,,,,1916,7.125,2463,6.875,4857,7,2639,6.9375,1254,6.8125
2024.06.14 16:00,,,,,,,,,,,,,,,,,,,,,1917,7.125,2463,6.8125,4857,7,2639,6.75,1254,6.625
2024.06.14 16:15,,,,,,,,,,,,,,,,,,,,,1917,6.75,2463,6.4375,4858,6.875,2639,6.5,1254,6.4375
2024.06.14 16:30,,,,,,,,,,,,,,,,,,,,,1917,6.375,2464,6.125,4858,6.5,2639,6.125,1254,6.125
2024.06.14 16:45,,,,,,,,,,,,,,,,,,,,,1917,6.25,2464,6,4858,6.25,2639,6,1254,6.125
2024.06.14 17:00,,,,,,,,,,,,,,,,,,,,,1918,6.5,2464,6.125,4859,6.375,2639,6,1254,6.125
2024.06.14 17:15,,,,,,,,,,,,,,,,,,,,,1918,6.25,2465,5.875,4859,6.125,2639,5.875,1254,5.75
2024.06.14 17:30,,,,,,,,,,,,,,,,,,,,,1918,5.9375,2465,5.625,4859,6,2640,5.625,1254,5.625
2024.06.14 17:45,,,,,,,,,,,,,,,,,,,,,1918,5.8125,2465,5.5,4860,5.8125,2640,5.4375,1254,5.375
2024.06.14 18:00,,,,,,,,,,,,,,,,,,,,,1918,5.6875,2465,5.375,4860,5.625,2640,5.375,1254,5.3125
2024.06.14 18:15,,,,,,,,,,,,,,,,,,,,,1919,5.9375,2465,5.5,4861,5.75,2640,5.4375,1254,5.375
2024.06.14 18:30,,,,,,,,,,,,,,,,,,,,,1919,5.625,2466,5.25,4861,5.5625,2640,5.125,1254,5.125
2024.06.14 18:45,,,,,,,,,,,,,,,,,,,,,1919,5.375,2466,5.0625,4861,5.25,2641,5,1254,5.1875
2024.06.14 19:00,,,,,,,,,,,,,,,,,,,,,1919,5.875,2466,5.5,4862,5.75,2640,5.5,1254,5.4375
2024.06.14 19:15,,,,,,,,,,,,,,,,,,,,,1920,6,2467,5.625,4863,6,2641,5.625,1254,5.625
2024.06.14 19:30,,,,,,,,,,,,,,,,,,,,,1920,6.25,2467,6,4863,6.3125,2640,5.875,1254,5.9375
2024.06.14 19:45,,,,,,,,,,,,,,,,,,,,,1920,6.625,2468,6.25,4864,6.5,2640,6.25,1254,6.375
2024.06.14 20:00,,,,,,,,,,,,,,,,,,,,,1921,7.125,2469,6.75,4864,7,2640,6.75,1254,6.625
2024.06.14 20:15,,,,,,,,,,,,,,,,,,,,,1921,8.125,2470,8,4865,8.5625,2640,8,1254,7.1875
2024.06.14 20:30,,,,,,,,,,,,,,,,,,,,,1921,9.25,2470,9.875,4867,12.0625,2640,9.875,1254,8.375
2024.06.14 20:45,,,,,,,,,,,,,,,,,,,,,1921,10.375,2471,11,4867,12.9375,2640,11.125,1254,9.4375
2024.06.14 21:00,,,,,,,,,,,,,,,,,,,,,1921,12.625,2471,11.4375,4867,14.75,2640,11.75,1254,10.8125
2024.06.14 21:15,,,,,,,,,,,,,,,,,,,,,1921,14.5,2471,12.875,4867,15.75,2639,13.125,1254,12.5
2024.06.14 21:30,,,,,,,,,,,,,,,,,,,,,1921,17.25,2471,14.375,4867,16.5,2639,14.5,1254,14.8125
2024.06.14 21:45,,,,,,,,,,,,,,,,,,,,,1921,19.875,2471,16,4867,17.875,2639,15.875,1254,16.625
2024.06.14 22:00,,,,,,,,,,,,,,,,,,,,,1921,20,2470,17.125,4867,19.25,2638,17.125,1254,18.25
2024.06.14 22:15,,,,,,,,,,,,,,,,,,,,,1920,20.375,2470,18.375,4868,20.125,2638,18.25,1253,19.75
2024.06.14 22:30,,,,,,,,,,,,,,,,,,,,,1920,20.25,2469,19.25,4867,20.375,2637,19.625,1253,20.875
2024.06.14 22:45,,,,,,,,,,,,,,,,,,,,,1919,21.4375,2469,20,4867,21.3125,2636,23.25,1253,22
2024.06.14 23:00,,,,,,,,,,,,,,,,,,,,,1919,23.3125,2467,23.4375,4867,21.625,2635,23.5,1253,22.75
2024.06.14 23:15,,,,,,,,,,,,,,,,,,,,,1918,25.25,2467,24,4866,22.375,2635,23.75,1253,23.0625
2024.06.14 23:30,,,,,,,,,,,,,,,,,,,,,1917,24.6875,2466,23.8125,4866,22.6875,2635,25.625,1253,23.75
2024.06.14 23:45,,,,,,,,,,,,,,,,,,,,,1914,25,2466,24.125,4865,23.125,2635,25,1253,23.6875
2024.06.15 00:00,,,,,,,,,,,,,,,,,,,,,1912,24.875,2465,25.125,4864,23.375,2634,26,1253,23.625
2024.06.15 00:15,,,,,,,,,,,,,,,,,,,,,1911,25.0625,2464,25.4375,4864,23.9375,2634,24.625,1253,23.75
2024.06.15 00:30,,,,,,,,,,,,,,,,,,,,,1909,25,2463,24.75,4862,23.625,2634,24.5,1253,23.75
2024.06.15 00:45,,,,,,,,,,,,,,,,,,,,,1909,26.8125,2462,25.6875,4861,24.9375,2634,24.875,1252,24.3125
2024.06.15 01:00,,,,,,,,,,,,,,,,,,,,,1907,26,2462,25.375,4859,25.125,2634,25.125,1252,25.375
2024.06.15 01:15,,,,,,,,,,,,,,,,,,,,,1906,25.25,2460,24.5625,4858,24.625,2634,24.375,1252,24.9375
2024.06.15 01:30,,,,,,,,,,,,,,,,,,,,,1905,25.5,2460,25.125,4858,25.5,2634,25.375,1252,25.5
2024.06.15 01:45,,,,,,,,,,,,,,,,,,,,,1904,25.375,2459,24.875,4856,25.25,2634,24.5625,1252,25.25
2024.06.15 02:00,,,,,,,,,,,,,,,,,,,,,1902,25.8125,2458,25.125,4855,25.625,2634,25.4375,1252,26
2024.06.15 02:15,,,,,,,,,,,,,,,,,,,,,1891,25.75,2456,25.125,4854,25.75,2634,25.75,1252,26.125
2024.06.15 02:30,,,,,,,,,,,,,,,,,,,,,1890,26.25,2455,26,4853,27.125,2634,26.625,1252,27.125
2024.06.15 02:45,,,,,,,,,,,,,,,,,,,,,1889,26.75,2455,26.875,4853,28,2633,27,1252,27.125
2024.06.15 03:00,,,,,,,,,,,,,,,,,,,,,1878,25.375,2453,25,4851,25.5625,2633,25.5625,1252,25.4375
2024.06.15 03:15,,,,,,,,,,,,,,,,,,,,,1878,24.875,2453,24.5,4850,24.75,2633,25,1252,24.9375
2024.06.15 03:30,,,,,,,,,,,,,,,,,,,,,1877,25.375,2452,25,4850,24.875,2633,25.6875,1252,25.4375
2024.06.15 03:45,,,,,,,,,,,,,,,,,,,,,1877,26.25,2452,26.3125,4850,25.875,2633,26.6875,1252,27.375
2024.06.15 04:00,,,,,,,,,,,,,,,,,,,,,1865,26.25,2451,26.25,4849,25.625,2633,26.375,1252,27.625
2024.06.15 04:15,,,,,,,,,,,,,,,,,,,,,1864,24.5,2451,24.625,4847,24.125,2633,24.0625,1252,25.25
2024.06.15 04:30,,,,,,,,,,,,,,,,,,,,,1864,25.25,2450,25.625,4846,25.75,2633,25,1252,28.375
2024.06.15 04:45,,,,,,,,,,,,,,,,,,,,,1864,26.8125,2449,26.4375,4845,26.25,2633,25.125,1252,28.1875
2024.06.15 05:00,,,,,,,,,,,,,,,,,,,,,1862,24.75,2448,24.75,4840,24.5,2633,23.875,1252,26
2024.06.15 05:15,,,,,,,,,,,,,,,,,,,,,1858,23.875,2448,23.75,4828,23.75,2633,23.4375,1252,24.25
2024.06.15 05:30,,,,,,,,,,,,,,,,,,,,,1855,26.125,2448,24.9375,4828,26.75,2633,24.625,1252,25
2024.06.15 05:45,,,,,,,,,,,,,,,,,,,,,1855,26.9375,2448,25,4829,27.625,2633,25.125,1252,25.875
2024.06.15 06:00,,,,,,,,,,,,,,,,,,,,,1855,25.625,2447,24.5,4827,25.875,2633,24.875,1252,27.625
